tv_show,season,episode,title,rating,votes,release_date
Doctor Who,1,10,The Doctor Dances,9.0,10669,2005-05-28
Doctor Who,1,11,Boom Town,7.1,8478,2005-06-04
Doctor Who,1,12,Bad Wolf,8.6,9500,2005-06-11
Doctor Who,1,13,The Parting of the Ways,9.0,10131,2005-06-18
Doctor Who,2,1,New Earth,7.3,8897,2006-04-15
Doctor Who,2,2,Tooth and Claw,7.6,8918,2006-04-22
Doctor Who,2,3,School Reunion,8.2,9437,2006-04-29
Doctor Who,2,4,The Girl in the Fireplace,9.2,13920,2006-05-06
Doctor Who,2,5,Rise of the Cybermen,7.7,8431,2006-05-13
Doctor Who,2,6,The Age of Steel,7.8,8336,2006-05-20
Doctor Who,2,7,The Idiot's Lantern,6.7,8481,2006-05-27
Doctor Who,2,8,The Impossible Planet,8.6,9477,2006-06-03
Doctor Who,2,9,The Satan Pit,8.7,9674,2006-06-10
Doctor Who,2,10,Love & Monsters,6.1,9755,2006-06-17
Doctor Who,2,11,Fear Her,5.8,8734,2006-06-24
Doctor Who,2,12,Army of Ghosts,8.4,8644,2006-07-01
Doctor Who,2,13,Doomsday,9.2,11330,2006-07-08
Doctor Who,3,1,Smith and Jones,7.9,8608,2007-03-31
Doctor Who,3,2,The Shakespeare Code,7.5,8571,2007-04-07
Doctor Who,3,3,Gridlock,8.0,8807,2007-04-14
Doctor Who,3,4,Daleks in Manhattan,7.0,8083,2007-04-21
Doctor Who,3,5,Evolution of the Daleks,6.9,8053,2007-04-28
Doctor Who,3,6,The Lazarus Experiment,6.5,8064,2007-05-05
Doctor Who,3,7,42,7.2,7886,2007-05-19
Doctor Who,3,8,Human Nature,8.9,10028,2007-05-26
Doctor Who,3,9,The Family of Blood,9.2,10973,2007-06-02
Doctor Who,3,10,Blink,9.8,25801,2007-06-09
Doctor Who,3,11,Utopia,8.7,8998,2007-06-16
Doctor Who,3,12,The Sound of Drums,8.7,9033,2007-06-23
Doctor Who,3,13,Last of the Time Lords,8.3,9264,2007-06-30
Doctor Who,4,1,Partners in Crime,7.7,8481,2008-04-05
Doctor Who,4,2,The Fires of Pompeii,8.0,8684,2008-04-12
Doctor Who,4,3,Planet of the Ood,8.0,8314,2008-04-19
Doctor Who,4,4,The Sontaran Stratagem,7.4,7554,2008-04-26
Doctor Who,4,5,The Poison Sky,7.5,7485,2008-05-03
Doctor Who,4,6,The Doctor's Daughter,7.5,8294,2008-05-10
Doctor Who,4,7,The Unicorn and the Wasp,7.7,8192,2008-05-17
Doctor Who,4,8,Silence in the Library,9.3,11887,2008-05-31
Doctor Who,4,9,Forest of the Dead,9.4,12177,2008-06-07
Doctor Who,4,10,Midnight,9.1,11242,2008-06-14
Doctor Who,4,11,Turn Left,8.9,9545,2008-06-21
Doctor Who,4,12,The Stolen Earth,9.1,9295,2008-06-28
Doctor Who,4,13,Journey's End,9.2,10554,2008-07-05
Doctor Who,5,1,The Eleventh Hour,8.7,10548,2010-04-03
Doctor Who,5,2,The Beast Below,7.6,8299,2010-04-10
Doctor Who,5,3,Victory of the Daleks,6.6,7998,2010-04-17
Doctor Who,5,4,The Time of Angels,8.6,8967,2010-04-24
Doctor Who,5,5,Flesh and Stone,8.5,8335,2010-05-01
Doctor Who,5,6,The Vampires of Venice,6.9,7733,2010-05-08
Doctor Who,5,7,Amy's Choice,8.1,8165,2010-05-15
Doctor Who,5,8,The Hungry Earth,7.1,7265,2010-05-22
Doctor Who,5,9,Cold Blood,7.3,7242,2010-05-29
Doctor Who,5,10,Vincent and the Doctor,9.3,13950,2010-06-05
Doctor Who,5,11,The Lodger,8.0,8072,2010-06-12
Doctor Who,5,12,The Pandorica Opens,9.0,9048,2010-06-19
Doctor Who,5,13,The Big Bang,9.1,9258,2010-06-26
Doctor Who,6,1,The Impossible Astronaut,8.8,9064,2011-04-23
Doctor Who,6,2,Day of the Moon,8.8,8434,2011-04-30
Doctor Who,6,3,The Curse of the Black Spot,6.6,7425,2011-05-07
Doctor Who,6,4,The Doctor's Wife,8.9,9678,2011-05-14
Doctor Who,6,5,The Rebel Flesh,7.1,6795,2011-05-21
Doctor Who,6,6,The Almost People,7.3,6734,2011-05-28
Doctor Who,6,7,A Good Man Goes to War,9.0,9407,2011-06-04
Doctor Who,6,8,Let's Kill Hitler,7.9,7645,2011-08-27
Doctor Who,6,9,Night Terrors,7.0,6636,2011-09-03
Doctor Who,6,10,The Girl Who Waited,8.4,7718,2011-09-10
Doctor Who,6,11,The God Complex,8.0,7198,2011-09-17
Doctor Who,6,12,Closing Time,7.5,6744,2011-09-24
Doctor Who,6,13,The Wedding of River Song,8.4,7958,2011-10-01
Doctor Who,7,1,Asylum of the Daleks,8.5,8885,2012-09-01
Doctor Who,7,2,Dinosaurs on a Spaceship,7.2,7496,2012-09-08
Doctor Who,7,3,A Town Called Mercy,7.2,7233,2012-09-15
Doctor Who,7,4,The Power of Three,7.4,7063,2012-09-22
Doctor Who,7,5,The Angels Take Manhattan,8.9,9831,2012-09-29
Doctor Who,7,6,The Snowmen,8.3,8198,2012-12-25
Doctor Who,7,7,The Bells of Saint John,7.8,7167,2013-03-30
Doctor Who,7,8,The Rings of Akhaten,7.3,7674,2013-04-06
Doctor Who,7,9,Cold War,7.1,6684,2013-04-13
Doctor Who,7,10,Hide,7.6,6635,2013-04-20
Doctor Who,7,11,Journey to the Centre of the TARDIS,7.4,6668,2013-04-27
Doctor Who,7,12,The Crimson Horror,7.2,6420,2013-05-04
Doctor Who,7,13,Nightmare in Silver,7.2,6455,2013-05-11
Doctor Who,7,14,The Name of the Doctor,8.9,9318,2013-05-18
Doctor Who,8,1,Deep Breath,7.8,9397,2014-08-23
Doctor Who,8,2,Into the Dalek,7.5,7629,2014-08-30
Doctor Who,8,3,Robot of Sherwood,6.9,7771,2014-09-06
Doctor Who,8,4,Listen,8.7,9560,2014-09-13
Doctor Who,8,5,Time Heist,7.8,7309,2014-09-20
Doctor Who,8,6,The Caretaker,7.2,6490,2014-09-27
Doctor Who,8,7,Kill the Moon,6.6,7311,2014-10-04
Doctor Who,8,8,Mummy on the Orient Express,8.4,7331,2014-10-11
Doctor Who,8,9,Flatline,8.3,6906,2014-10-18
Doctor Who,8,10,In the Forest of the Night,6.0,6708,2014-10-25
Doctor Who,8,11,Dark Water,8.5,7241,2014-11-01
Doctor Who,8,12,Death in Heaven,7.8,6964,2014-11-08
Doctor Who,9,1,The Magician's Apprentice,8.3,7409,2015-09-19
Doctor Who,9,2,The Witch's Familiar,8.4,6748,2015-09-26
Doctor Who,9,3,Under the Lake,8.1,6486,2015-10-03
Doctor Who,9,4,Before the Flood,8.0,6161,2015-10-10
Doctor Who,9,5,The Girl Who Died,7.4,6162,2015-10-17
Doctor Who,9,6,The Woman Who Lived,7.2,6014,2015-10-24
Doctor Who,9,7,The Zygon Invasion,7.6,5923,2015-10-31
Doctor Who,9,8,The Zygon Inversion,8.4,6400,2015-11-07
Doctor Who,9,9,Sleep No More,5.8,6361,2015-11-14
Doctor Who,9,10,Face the Raven,8.5,7020,2015-11-21
Doctor Who,9,11,Heaven Sent,9.6,14044,2015-11-28
Doctor Who,9,12,Hell Bent,8.6,7870,2015-12-05
Doctor Who,10,1,The Pilot,7.8,6410,2017-04-15
Doctor Who,10,2,Smile,7.1,5614,2017-04-22
Doctor Who,10,3,Thin Ice,7.2,5404,2017-04-29
Doctor Who,10,4,Knock Knock,7.3,5371,2017-05-06
Doctor Who,10,5,Oxygen,7.9,5500,2017-05-13
Doctor Who,10,6,Extremis,8.3,5680,2017-05-20
Doctor Who,10,7,The Pyramid at the End of the World,7.6,5025,2017-05-27
Doctor Who,10,8,The Lie of the Land,7.1,4895,2017-06-03
Doctor Who,10,9,Empress of Mars,6.9,4813,2017-06-10
Doctor Who,10,10,The Eaters of Light,6.8,4804,2017-06-17
Doctor Who,10,11,World Enough and Time,9.1,6641,2017-06-24
Doctor Who,10,12,The Doctor Falls,9.0,6642,2017-07-01
Doctor Who,11,1,The Woman Who Fell to Earth,6.9,11946,2018-10-07
Doctor Who,11,2,The Ghost Monument,6.1,9450,2018-10-14
Doctor Who,11,3,Rosa,7.1,11070,2018-10-21
Doctor Who,11,4,Arachnids in the UK,5.1,8810,2018-10-28
Doctor Who,11,5,The Tsuranga Conundrum,5.1,8226,2018-11-04
Doctor Who,11,6,Demons of the Punjab,6.6,8383,2018-11-11
Doctor Who,11,7,Kerblam!,6.3,7511,2018-11-18
Doctor Who,11,8,The Witchfinders,5.8,7104,2018-11-25
Doctor Who,11,9,It Takes You Away,6.3,6857,2018-12-02
Doctor Who,11,10,The Battle of Ranskoor Av Kolos,5.3,6335,2018-12-09
Doctor Who,12,1,Spyfall: Part One,6.7,7146,2020-01-01
Doctor Who,12,2,Spyfall: Part Two,6.5,6475,2020-01-05
Doctor Who,12,3,Orphan 55,4.1,7273,2020-01-12
Doctor Who,12,4,Nikola Tesla's Night of Terror,6.5,5962,2020-01-19
Doctor Who,12,5,Fugitive of the Judoon,7.5,6523,2020-01-26
Doctor Who,12,6,Praxeus,5.2,5494,2020-02-02
Doctor Who,12,7,Can You Hear Me?,5.7,5033,2020-02-09
Doctor Who,12,8,The Haunting of Villa Diodati,7.1,5371,2020-02-16
Doctor Who,12,9,Ascension of the Cybermen,6.5,4962,2020-02-23
Doctor Who,12,10,The Timeless Children,5.1,6885,2020-03-01
Doctor Who,13,1,Flux: Chapter One - The Halloween Apocalypse,6.7,5216,2021-10-31
Doctor Who,13,2,Flux: Chapter Two - War of the Sontarans,7.0,4302,2021-11-07
Doctor Who,13,3,"Flux: Chapter Three - Once, Upon Time",5.9,3991,2021-11-14
Doctor Who,13,4,Flux: Chapter Four - Village of the Angels,7.7,4376,2021-11-21
Doctor Who,13,5,Flux: Chapter Five - Survivors of the Flux,6.1,3684,2021-11-28
Doctor Who,13,6,Flux: Chapter Six - The Vanquishers,5.3,3805,2021-12-05
Avrupa Yakasi,1,1,1.Bölüm,7.4,155,2004-02-11
Avrupa Yakasi,1,2,2.Bölüm,7.3,110,2004-02-18
Avrupa Yakasi,1,3,3.Bölüm,7.2,111,2004-02-25
Avrupa Yakasi,1,4,4.Bölüm,6.9,100,2004-03-10
Avrupa Yakasi,1,5,5.Bölüm,6.9,97,2004-03-17
Avrupa Yakasi,1,6,6.Bölüm,7.1,95,2004-03-24
Avrupa Yakasi,1,7,7.Bölüm,7.0,92,2004-03-31
Avrupa Yakasi,1,8,8.Bölüm,7.1,96,2004-04-07
Avrupa Yakasi,1,9,9.Bölüm,7.2,95,2004-04-14
Avrupa Yakasi,1,10,10.Bölüm,7.0,89,2004-04-21
Avrupa Yakasi,1,11,11.Bölüm,6.8,84,2004-04-28
Avrupa Yakasi,1,12,12.Bölüm,6.9,93,2004-05-05
Avrupa Yakasi,1,13,13.Bölüm,6.7,83,2004-05-12
Avrupa Yakasi,1,14,14.Bölüm,7.1,95,2004-05-19
Avrupa Yakasi,1,15,15.Bölüm,7.5,56,2004-05-26
Avrupa Yakasi,1,16,16.Bölüm,6.7,82,2004-06-02
Avrupa Yakasi,1,17,17.Bölüm,6.7,83,2004-06-09
Avrupa Yakasi,1,18,18.Bölüm,6.9,84,2004-06-16
Avrupa Yakasi,1,19,19.Bölüm,6.8,92,2004-06-23
Avrupa Yakasi,2,1,20.Bölüm,7.7,44,2004-09-08
Avrupa Yakasi,2,2,21.Bölüm,7.8,45,2004-09-15
Avrupa Yakasi,2,3,22.Bölüm,7.9,47,2004-09-22
Avrupa Yakasi,2,4,23.Bölüm,7.4,38,2004-09-29
Avrupa Yakasi,2,5,24.Bölüm,7.7,41,2004-10-06
Avrupa Yakasi,2,6,25.Bölüm,7.5,40,2004-10-13
Avrupa Yakasi,2,7,26.Bölüm,7.4,38,2004-10-20
Avrupa Yakasi,2,8,27.Bölüm,7.5,39,2004-10-27
Avrupa Yakasi,2,9,28.Bölüm,7.4,37,2004-11-03
Avrupa Yakasi,2,10,29.Bölüm,7.3,37,2004-11-10
Avrupa Yakasi,2,11,30.Bölüm,7.4,40,2004-11-17
Avrupa Yakasi,2,12,31.Bölüm,8.1,42,2004-12-01
Avrupa Yakasi,2,13,32.Bölüm,7.6,35,2004-12-08
Avrupa Yakasi,2,14,33.Bölüm,7.4,36,2004-12-15
Avrupa Yakasi,2,15,34.Bölüm,7.4,36,2004-12-22
Avrupa Yakasi,2,16,35.Bölüm,7.4,36,2004-12-29
Avrupa Yakasi,2,17,36.Bölüm,7.0,82,2004-12-31
Avrupa Yakasi,2,18,37.Bölüm,7.1,80,2005-01-12
Avrupa Yakasi,2,19,38.Bölüm,6.8,78,2005-01-19
Avrupa Yakasi,2,20,39.Bölüm,7.0,74,2005-01-26
Avrupa Yakasi,2,21,40.Bölüm,7.0,77,2005-02-09
Avrupa Yakasi,2,22,41.Bölüm,6.8,84,2005-02-16
Avrupa Yakasi,2,23,42.Bölüm,7.7,57,2005-02-23
Avrupa Yakasi,2,24,43.Bölüm,7.8,57,2005-03-02
Avrupa Yakasi,2,25,44.Bölüm,8.0,59,2005-03-09
Avrupa Yakasi,2,26,45.Bölüm,7.5,31,2005-03-16
Avrupa Yakasi,2,27,46.Bölüm,7.6,44,2005-03-23
Avrupa Yakasi,2,28,47.Bölüm,7.7,52,2005-03-30
Avrupa Yakasi,2,29,48.Bölüm,7.5,40,2005-04-06
Avrupa Yakasi,2,30,49.Bölüm,7.6,51,2005-04-13
Avrupa Yakasi,2,31,50.Bölüm,7.5,56,2005-04-20
Avrupa Yakasi,2,32,51.Bölüm,7.9,41,2005-04-27
Avrupa Yakasi,2,33,52.Bölüm,7.5,32,2005-05-04
Avrupa Yakasi,2,34,53.Bölüm,7.4,32,2005-05-11
Avrupa Yakasi,2,35,54.Bölüm,7.5,34,2005-05-18
Avrupa Yakasi,2,36,55.Bölüm,7.3,31,2005-05-25
Avrupa Yakasi,2,37,56.Bölüm,7.2,35,2005-06-01
Avrupa Yakasi,2,38,57.Bölüm,7.6,33,2005-06-08
Avrupa Yakasi,2,39,58.Bölüm,7.7,33,2005-06-15
Avrupa Yakasi,3,1,59.Bölüm,7.6,35,2005-09-14
Avrupa Yakasi,3,2,60.Bölüm,7.7,34,2005-09-21
Avrupa Yakasi,3,3,61.Bölüm,7.5,32,2005-09-28
Avrupa Yakasi,3,4,62.Bölüm,7.4,31,2005-10-05
Avrupa Yakasi,3,5,63.Bölüm,7.5,32,2005-10-12
Avrupa Yakasi,3,6,64.Bölüm,7.4,32,2005-10-19
Avrupa Yakasi,3,7,65.Bölüm,7.8,33,2005-10-26
Avrupa Yakasi,3,8,66.Bölüm,7.7,34,2005-11-02
Avrupa Yakasi,3,9,67.Bölüm,7.7,32,2005-11-09
Avrupa Yakasi,3,10,68.Bölüm,7.4,32,2005-11-23
Avrupa Yakasi,3,11,69.Bölüm,7.5,31,2005-11-30
Avrupa Yakasi,3,12,70.Bölüm,8.0,37,2005-12-07
Avrupa Yakasi,3,13,71.Bölüm,7.5,36,2005-12-14
Avrupa Yakasi,3,14,72.Bölüm,7.2,32,2005-12-21
Avrupa Yakasi,3,15,73.Bölüm,8.1,56,2005-12-31
Avrupa Yakasi,3,16,74.Bölüm,7.4,33,2006-01-18
Avrupa Yakasi,3,17,75.Bölüm,7.6,33,2006-01-25
Avrupa Yakasi,3,18,76.Bölüm,7.5,33,2006-02-01
Avrupa Yakasi,3,19,77.Bölüm,7.4,31,2006-02-08
Avrupa Yakasi,3,20,78.Bölüm,7.7,33,2006-02-15
Avrupa Yakasi,3,21,79.Bölüm,7.8,55,2006-02-22
Avrupa Yakasi,3,22,80.Bölüm,7.6,30,2006-03-08
Avrupa Yakasi,3,23,81.Bölüm,7.9,34,2006-03-15
Avrupa Yakasi,3,24,82.Bölüm,7.6,34,2006-03-22
Avrupa Yakasi,3,25,83.Bölüm,7.8,57,2006-03-29
Avrupa Yakasi,3,26,84.Bölüm,7.6,51,2006-04-05
Avrupa Yakasi,3,27,85.Bölüm,7.5,49,2006-04-19
Avrupa Yakasi,3,28,86.Bölüm,7.3,27,2006-04-26
Avrupa Yakasi,3,29,87.Bölüm,7.3,27,2006-05-03
Avrupa Yakasi,3,30,88.Bölüm,7.3,27,2006-05-17
Avrupa Yakasi,3,31,89.Bölüm,7.5,28,2006-05-24
Avrupa Yakasi,3,32,90.Bölüm,7.2,28,2006-05-31
Avrupa Yakasi,3,33,91.Bölüm,7.7,50,2006-06-07
Avrupa Yakasi,3,34,92.Bölüm,7.7,27,2006-06-14
Avrupa Yakasi,3,35,93.Bölüm,7.8,31,2006-06-21
Avrupa Yakasi,4,1,94.Bölüm,7.7,53,2006-09-13
Avrupa Yakasi,4,2,95.Bölüm,7.7,53,2006-09-20
Avrupa Yakasi,4,3,96.Bölüm,7.8,30,2006-09-27
Avrupa Yakasi,4,4,97.Bölüm,7.6,31,2006-10-04
Avrupa Yakasi,4,5,98.Bölüm,7.5,29,2006-10-18
Avrupa Yakasi,4,6,99.Bölüm,7.6,49,2006-10-25
Avrupa Yakasi,4,7,100.Bölüm,7.7,53,2006-11-01
Avrupa Yakasi,4,8,101.Bölüm,7.6,51,2006-11-08
Avrupa Yakasi,4,9,102.Bölüm,7.4,44,2006-11-15
Avrupa Yakasi,4,10,103.Bölüm,7.4,27,2006-11-22
Avrupa Yakasi,4,11,104.Bölüm,7.6,48,2006-11-29
Avrupa Yakasi,4,12,105.Bölüm,7.5,46,2006-12-06
Avrupa Yakasi,4,13,106.Bölüm,7.7,27,2006-12-13
Avrupa Yakasi,4,14,107.Bölüm,7.6,28,2006-12-20
Avrupa Yakasi,4,15,108.Bölüm,7.7,46,2006-12-31
Avrupa Yakasi,4,16,109.Bölüm,7.4,43,2007-01-10
Avrupa Yakasi,4,17,110.Bölüm,7.7,47,2007-01-17
Avrupa Yakasi,4,18,111.Bölüm,7.4,26,2007-01-24
Avrupa Yakasi,4,19,112.Bölüm,7.4,43,2007-01-31
Avrupa Yakasi,4,20,113.Bölüm,7.4,25,2007-02-07
Avrupa Yakasi,4,21,114.Bölüm,7.5,26,2007-02-21
Avrupa Yakasi,4,22,115.Bölüm,7.5,42,2007-02-28
Avrupa Yakasi,4,23,116.Bölüm,7.4,44,2007-03-07
Avrupa Yakasi,4,24,117.Bölüm,7.5,46,2007-03-14
Avrupa Yakasi,4,25,118.Bölüm,7.6,26,2007-03-21
Avrupa Yakasi,4,26,119.Bölüm,7.6,46,2007-04-04
Avrupa Yakasi,4,27,120.Bölüm,7.5,44,2007-04-11
Avrupa Yakasi,4,28,121.Bölüm,6.8,53,2007-04-18
Avrupa Yakasi,4,29,122.Bölüm,7.6,46,2007-04-25
Avrupa Yakasi,4,30,123.Bölüm,7.7,47,2007-05-09
Avrupa Yakasi,4,31,124.Bölüm,7.4,47,2007-05-16
Avrupa Yakasi,4,32,125.Bölüm,7.6,44,2007-05-23
Avrupa Yakasi,4,33,126.Bölüm,7.6,44,2007-05-30
Avrupa Yakasi,4,34,127.Bölüm,7.5,42,2007-06-06
Avrupa Yakasi,4,35,128.Bölüm,7.3,44,2007-06-13
Avrupa Yakasi,4,36,129.Bölüm,7.3,43,2007-06-20
Avrupa Yakasi,4,37,130.Bölüm,7.9,34,2007-06-27
Avrupa Yakasi,5,1,131.Bölüm,7.8,34,2007-09-19
Avrupa Yakasi,5,2,132.Bölüm,7.5,50,2007-09-26
Avrupa Yakasi,5,3,133.Bölüm,7.5,46,2007-10-03
Avrupa Yakasi,5,4,134.Bölüm,7.3,46,2007-10-10
Avrupa Yakasi,5,5,135.Bölüm,7.6,44,2007-10-24
Avrupa Yakasi,5,6,136.Bölüm,7.7,47,2007-10-31
Avrupa Yakasi,5,7,137.Bölüm,7.3,43,2007-11-07
Avrupa Yakasi,5,8,138.Bölüm,7.5,46,2007-11-14
Avrupa Yakasi,5,9,139.Bölüm,7.8,50,2007-11-28
Avrupa Yakasi,5,10,140.Bölüm,7.8,43,2007-12-05
Avrupa Yakasi,5,11,141.Bölüm,7.3,43,2007-12-12
Avrupa Yakasi,5,12,142.Bölüm,7.7,48,2007-12-19
Avrupa Yakasi,5,13,143.Bölüm,7.6,47,2007-12-26
Avrupa Yakasi,5,14,144.Bölüm,7.5,47,2007-12-31
Avrupa Yakasi,5,15,145.Bölüm,7.8,52,2008-01-16
Avrupa Yakasi,5,16,146.Bölüm,7.6,43,2008-01-23
Avrupa Yakasi,5,17,147.Bölüm,7.7,43,2008-01-30
Avrupa Yakasi,5,18,148.Bölüm,7.5,47,2008-02-13
Avrupa Yakasi,5,19,149.Bölüm,7.5,44,2008-02-20
Avrupa Yakasi,5,20,150.Bölüm,7.7,43,2008-02-27
Avrupa Yakasi,5,21,151.Bölüm,7.2,40,2008-03-05
Avrupa Yakasi,5,22,152.Bölüm,7.5,43,2008-03-12
Avrupa Yakasi,5,23,153.Bölüm,7.5,39,2008-03-19
Avrupa Yakasi,5,24,154.Bölüm,7.3,45,2008-04-02
Avrupa Yakasi,5,25,155.Bölüm,8.3,63,2008-04-09
Avrupa Yakasi,5,26,156.Bölüm,7.3,47,2008-04-16
Avrupa Yakasi,5,27,157.Bölüm,7.4,47,2008-04-23
Avrupa Yakasi,5,28,158.Bölüm,7.9,49,2008-04-30
Avrupa Yakasi,5,29,159.Bölüm,7.5,43,2008-05-14
Avrupa Yakasi,5,30,160.Bölüm,7.5,43,2008-05-21
Avrupa Yakasi,5,31,161.Bölüm,7.7,50,2008-05-28
Avrupa Yakasi,5,32,162.Bölüm,8.2,55,2008-06-04
Avrupa Yakasi,6,1,163.Bölüm,6.8,52,2008-09-24
Avrupa Yakasi,6,2,164.Bölüm,6.8,49,2008-10-01
Avrupa Yakasi,6,3,165.Bölüm,6.7,46,2008-10-08
Avrupa Yakasi,6,4,166.Bölüm,6.9,50,2008-10-15
Avrupa Yakasi,6,5,167.Bölüm,6.5,45,2008-10-22
Avrupa Yakasi,6,6,168.Bölüm,6.8,23,2008-10-29
Avrupa Yakasi,6,7,169.Bölüm,6.6,23,2008-11-12
Avrupa Yakasi,6,8,170.Bölüm,6.5,22,2008-11-19
Avrupa Yakasi,6,9,171.Bölüm,6.5,23,2008-11-26
Avrupa Yakasi,6,10,172.Bölüm,6.3,23,2008-12-03
Avrupa Yakasi,6,11,173.Bölüm,7.0,53,2008-12-17
Avrupa Yakasi,6,12,174.Bölüm,6.6,45,2008-12-24
Avrupa Yakasi,6,13,175.Bölüm,6.3,42,2009-01-14
Avrupa Yakasi,6,14,176.Bölüm,6.5,40,2009-01-28
Avrupa Yakasi,6,15,177.Bölüm,6.5,42,2009-02-25
Avrupa Yakasi,6,16,178.Bölüm,6.7,49,2009-03-04
Avrupa Yakasi,6,17,179.Bölüm,6.6,47,2009-03-11
Avrupa Yakasi,6,18,180.Bölüm,6.6,53,2009-03-18
Avrupa Yakasi,6,19,181.Bölüm,6.5,23,2009-03-25
Avrupa Yakasi,6,20,182.Bölüm,6.7,24,2009-04-08
Avrupa Yakasi,6,21,183.Bölüm,6.7,48,2009-04-15
Avrupa Yakasi,6,22,184.Bölüm,6.6,23,2009-04-22
Avrupa Yakasi,6,23,185.Bölüm,6.5,23,2009-04-29
Avrupa Yakasi,6,24,186.Bölüm,6.3,22,2009-05-06
Avrupa Yakasi,6,25,187.Bölüm,6.6,24,2009-05-20
Avrupa Yakasi,6,26,188.Bölüm,6.6,23,2009-05-27
Avrupa Yakasi,6,27,189.Bölüm,6.2,24,2009-06-10
Avrupa Yakasi,6,28,190.Bölüm,8.0,116,2009-06-24
Gintama,1,1,You Guys!! Do You Even Have a Gintama? (Part 1),6.7,687,2006-04-04
Gintama,1,2,You Guys!! Do You Even Have a Gintama? (Part 2),6.8,622,2006-04-04
Gintama,1,3,Nobody with Naturally Wavy Hair Can Be That Bad,7.0,716,2006-04-11
Gintama,1,4,Janpu wa tokidoki doyou ni derukara kio o tsukero,7.2,667,2006-04-25
Gintama,1,5,Jijii ni natte mo namae de yobi aeru tomodachi wo tsukure,7.4,659,2006-05-02
Gintama,1,6,Ichido shita yakusoku wa shinde mo mamore,6.9,617,2006-05-09
Gintama,1,7,Petto ha kainushi ga sekinin wo motte saigo made mendô wo mimashô,7.0,599,2006-05-16
Gintama,1,8,There Is Butt a Fine Line Between Persistence and Stubbornness,7.6,629,2006-05-23
Gintama,1,9,Kenka wa gû de yarubeshi,7.7,615,2006-05-30
Gintama,1,10,Eat Something Sour When You're Tired,7.5,583,2006-06-06
Gintama,1,11,"Look, Overly Sticky Sweet Dumplings Are Not Real Dumplings, You Idiot!",7.3,549,2006-06-13
Gintama,1,12,People Who Make Good First Impressions Usually Suck,7.0,541,2006-06-13
Gintama,1,13,"If You're Going to Cosplay, Go All Out",7.8,592,2006-06-20
Gintama,1,14,You Only Gotta Wash Under Your Armpits - Just the Armpits,7.0,515,2006-07-04
Gintama,1,15,Pets Resemble Their Owners,7.2,520,2006-07-11
Gintama,1,16,Kangaetara jinsei tte ossan ni natte kara no hô ga nagai n ja nêka! Kowa!!,7.5,547,2006-07-18
Gintama,1,17,Sons Only Take After Their Father's Negative Attributes,7.9,585,2006-07-25
Gintama,1,18,"Oh, Yeah! Our Crib Is Number One!",7.9,589,2006-08-01
Gintama,1,19,Umi no mizu ga neze shoppai ka da to? Omê ra tokaijin ga oyoginagara yô tashiteru kara darô gâ!!,7.3,502,2006-08-08
Gintama,1,20,Beruto konbea ni wa ki o tsukero,8.1,647,2006-08-15
Gintama,1,21,Senpûki tsukeppanashi de nechau to onaka kowashichau kara ki wo tsukete,7.3,475,2006-08-22
Gintama,1,22,Kekkon towa kanchigai o isshougai shitsuzukeru kotoda,8.0,579,2006-09-05
Gintama,1,23,Komatta toki wa warattoke warattoke,7.2,470,2006-09-12
Gintama,1,24,Cute Faces are Always Hiding Something,6.6,484,2006-09-19
Gintama,1,25,A Shared Soup Pot Is a Microcosm of Life,8.8,1030,2006-10-05
Gintama,1,26,Kazukashi garazu ni te wo agete ie,6.9,457,2006-10-12
Gintama,1,27,Katana ja kirenai mono ga arau,7.9,548,2006-10-19
Gintama,1,28,Ii koto ha renzoku shite okoranai kuse ni warui koto ha renzoku shite okoru mon da,7.8,524,2006-10-26
Gintama,1,29,Awateru na! Kûringu ofu to iu mono ga aru/Terebi toka shinbun toka chan to minai to dame datte,7.4,470,2006-11-02
Gintama,1,30,Aidoru datte hobo omaera to onaji koto yatten da yo,7.1,443,2006-11-09
Gintama,1,31,Dô demo ii koto ni kagitte naka naka wasurenai,8.2,596,2006-11-16
Gintama,1,32,Jinsei wa berutokonbea no youni nagareru,8.3,598,2006-11-23
Gintama,1,33,Hito no namae toka machigaeruno hitsurei da,7.7,505,2006-11-30
Gintama,1,34,Koi ni manyuaru nante iranai,8.3,593,2006-12-07
Gintama,1,35,Gaiken dake de hito wo handan shicha dame,8.2,592,2006-12-14
Gintama,1,36,Sune ni kizu ga aru yatsu hodo yoku shaberu,6.7,430,2006-12-21
Gintama,1,37,People Who Say that Santa Doesn't Really Exist Actually Want to Believe in Him / Prayer Won't Make Your Worldly Desires Go Away! Control Yourself,7.3,459,2006-12-28
Gintama,1,38,Only Children Play in the Snow,8.0,571,2007-01-11
Gintama,1,39,Menyû no ôi râmen ya ha tai tei hayatte nai,8.3,621,2007-01-18
Gintama,1,40,Kozukuri wa keikakuteki ni,7.8,511,2007-01-25
Gintama,1,41,Taitoru dake ja eiga no omoshirosa ha wakannai,8.7,819,2007-02-01
Gintama,1,42,Mimizu ni oshikko kakeru to hareru yo,9.1,990,2007-02-08
Gintama,1,43,Kyarakutâ wa shiruetto dakede dokusha ni miwake ga tsukuyouni kakiwakeyou,7.6,449,2007-02-15
Gintama,1,44,"Mom's Busy, Too, So Quit Complaining About What's for Dinner",8.1,569,2007-02-22
Gintama,1,45,Aiken no sanpo wa tekidona supîdo de,7.7,453,2007-03-01
